Providing the PIF and No PIF Abandonment in the Refugee Protection Division NOTE  Chairperson's guidelines.,Directives concernant la transmission du FRP et le désistement pour défaut de transmission du FRP à la Section de la protection des réfugiés NOTA  Directives du président.
Public and Parliamentary Affairs DirectorateNOTE  Now called Communications Directorate .,Direction des affaires publiques et parlementairesNOTA  Maintenant appelée Direction des communications .
publication ban,interdiction de publication; interdiction de publier
publication restriction,restriction de publier
public danger certificate,attestation de danger pour le public
public hearing,audience publique
public interest,intérêt public
public source information,renseignements (obtenus) de sources publiques
punishable by a maximum term of imprisonment,punissable d'un emprisonnement maximal
purpose and substance of the witness's testimony,objet du témoignage
"quash, to (a decision, a proceeding); vacate, to (a determination that a person is a Convention refugee or a person in need of protection); nullify, to (a decision, a determination); reverse, to (a decision); set aside, to (a decision, a removal order)","annuler (une décision, une mesure de renvoi, une procédure; la reconnaissance de la qualité de réfugié au sens de la Convention ou de personne à protéger); infirmer (une décision); casser (une décision, une mesure de renvoi)"
quasi-judicial,quasi judiciaire
"question, to (a witness)",interroger (un témoin)
Question and Answer Series,série Questions et réponses
questioning technique,technique d'interrogatoire
question of fact,question de fait
question of law,question de droit
question of mixed law and fact,"question de droit, de fait ou mixte"
"RCO (see refugee claim officer)NOTE  Now called refugee protection officer (RPO) under the Refugee Protection Division Rules. ","ACR (voir agent chargé de la revendication)NOTA  Maintenant appelé agent de protection des réfugiés (APR) sous le régime des Règles de la Section de la protection des réfugiés. "
"RDIMS (see Records, Documents and Information Management System) ","SGDDR (voir Système de gestion des dossiers, des documents et des renseignements) "
"RDM (see reviewing decision-maker) ","DCE (voir décideur chargé de l'examen) "
"REC (see Regional Executive Committee) ","CRD (voir Comité régional de direction) "
"RET (see Regional Executive Team) ","ERD (voir équipe régionale de direction) "
"RIAS (see Regulatory Impact Analysis Statement) ","REIR (voir Résumé de l'étude d'impact de la réglementation) "
"RIM (see Recorded Information Management Unit) ","SGIC (voir Section de la gestion de l'information consignée) "
"RIR (see Response to Information Request) ","RDI (voir Réponse à la demande d'information) "
"RLC (see Regional Learning Committee) ","CRA (voir Comité régional sur l'apprentissage) "
"RLMCC (see Regional Labour-Management Consultative Committee) ","CRCPS (voir Comité régional de consultation patronale-syndicale) "
"RMC (see Regional Management Committee) ","CRG (voir Comité régional de gestion) "
"RMT (see Regional Management Team) ","ERG (voir équipe régionale de gestion) "
"RPC (see refugee protection clerk) ","CPR (voir commis à la protection des réfugiés) "
"RPD (see Refugee Protection Division) ","SPR (voir Section de la protection des réfugiés) "
"RPDC (see Regional Professional Development Committee) ","CRPP (voir Comité régional de perfectionnement professionnel) "
RPD Handbook ,Guide de la SPR
RPD Member's Handbook ,Guide à l'intention des commissaires de la SPR
RPD Procedures Manual ,Guide des procédures de la SPR
"RPDR (seeRefugee Protection Division Rules) ","RSPR (voirRègles de la Section de la protection des réfugiés) "
"RPO (see refugee protection officer) ","APR (voir agent de protection des réfugiés) "
RPO adviser ,conseiller des APR
RPO Handbook ,Guide de l'agent de protection des réfugiés
RPO national adviser ,conseiller national des APR
RPO policy and professional development adviser ,conseiller en perfectionnement professionnel et en orientation des APR
RPO Training Manual ,Guide de formation à l'intention des APR
RPO Unit ,Section des APR
"RPP (seeReport on Plans and Priorities) ","RPP (voirRapport sur les plans et les priorités) "
"RSC (see Revised Statutes of Canada) ","LRC (voir Lois révisées du Canada) "
"RSDB (see Reform and Strategic Directions Branch) ","DGROS (voir Direction générale, Réforme et orientation stratégique) "
"RSO (see Regional Security Officer) ","ASR (voir agent de sécurité régional) "
"RTL (see risk to life) ",menace à la vie
"RTP (see refugee travel paper) ",titre de voyage du réfugié
ratio decidendiNOTE  The part of the reasons for decision that is directly related to the issues that have to be decided.,ratio decidendiNOTA  La partie des motifs de décision qui concerne directement les questions qui doivent être tranchées.
real and substantial risk,risque sérieux
re-appointment,renouvellement de mandat; reconduction de mandat
reasonable apprehension of bias,crainte raisonnable de partialité
reasonable chance (of persecution),possibilité raisonnable (d'être persécuté)
reasonable effort,effort raisonnable; effort valable
reasons completed; completed reasons,motifs rédigés
reasons for continued detention,motifs justifiant le maintien en détention
reasons for decisionNOTE  The panel's explanation for the decision.,motifs de décisionNOTA  Raisons sur lesquelles une décision est fondée.
reasons for refusal,motifs du refus
reasons pending in an appeal,appel en attente de motifs
"rebut, to (evidence, a presumption)","réfuter (un élément de preuve, une présomption)"
rebuttable presumption,présomption réfutable
recess,suspension de l'audience
"reconsider, to (an appeal); continue, to (a proceeding, a hearing); resume, to (a proceeding, a hearing, an admissibility hearing)","reprendre (l'étude d'une demande d'asile, une audience, une procédure, une affaire, une enquête, un appel)"
reconsideration (of a decision; of an appeal),réexamen; nouvel examen (d'une décision); suivi; reprise (d'un appel)
"reconvene, to (the parties)",reconvoquer (les parties)
Recorded Information Management Unit (RIM) ,Section de la gestion de l'information consignée (SGIC) 
record of decisions,compte rendu des décisions
record of the hearing,dossier de l'audience
record of the proceeding,dossier de la procédure
"Records, Documents and Information Management System (RDIMS) ","Système de gestion des dossiers, des documents et des renseignements (SGDDR) "
redetermination of a claim for refugee protection,nouvel examen d'une demande d'asile
redetermination of eligibility; eligibility redetermination (of a claim for refugee protection),réexamen de la recevabilité (d'une demande d'asile) 
re-examination,nouvel interrogatoire; réinterrogatoire
"refer, to (a claim for refugee protection, a matter, a case); remit, to (a matter)","déférer (une demande d'asile, une affaire, un cas); renvoyer (une affaire)"
Reference Desk,Services de consultation
referral (of a matter; of a claim),renvoi (d'une affaire); saisie (d'une demande d'asile)
RefLex,RéfLex
Reform and Strategic Directions Branch (RSDB) ,"Direction générale, Réforme et orientation stratégique (DGROS) "
refugee advocacy group,groupe de défense des réfugiés
refugee claimant; refugee protection claimant; person who claims refugee protection; claimant,demandeur(e) d'asile; personne qui demande l'asileNOTA  Auparavant appelé « revendicateur ».
refugee claim officer (RCO)NOTE  Now called refugee protection officer (RPO) under the Refugee Protection Division Rules. ,agent chargé de la revendication (ACR)NOTA  Maintenant appelé agent de protection des réfugiés (APR) sous le régime des Règles de la Section de la protection des réfugiés. 
"Refugee ConventionNOTE  Means the United Nations Convention Relating to the Status of Refugees, signed at Geneva on July 28, 1951, and the Protocol to that Convention, signed at New York on January 31, 1967.","Convention sur les réfugiésNOTA  Signifie la Convention des Nations Unies relative au statut des réfugiés, signée à Genève le 28 juillet 1951, et le protocole afférent, signé à New York le 31 janvier 1967."
refugee determination process,processus d'octroi de l'asile
refugee determination system; refugee protection determination system,système d'octroi de l'asile
refugee hearing,audience concernant le statut de réfugié
refugee identity document,pièce d'identité du réfugié
refugee law,droit des réfugiés
Refugee Lawyers Association,Refugee Lawyers Association
refugee movement,mouvement de réfugiés
refugee program,programme pour les réfugiés
refugee protection,asile; protection des réfugiés
refugee protection claim; claim for refugee protection,demande d'asileNOTA  Auparavant appelée « revendication » sous le régime de la Loi sur l'immigration. 
refugee protection claimant; person who claims refugee protection; claimant; refugee claimant,demandeur(e) d'asile; personne qui demande l'asileNOTA  Auparavant appelé « revendicateur ».
Refugee Protection Claim Process - An Overview,Demande d'asile - Aperçu du processus
"refugee protection clerk (RPC)NOTE  Formerly called ""refugee claim clerk"".",commis à la protection des réfugiés (CPR)NOTA  Auparavant appelé « commis chargé de la revendication ».
refugee protection determination,processus d'octroi de l'asile
refugee protection determination system; refugee determination system,système d'octroi de l'asile
"Refugee Protection Division (RPD)NOTE  Formerly called the ""Convention Refugee Determination Division (CRDD)"". ",Section de la protection des réfugiés (SPR)NOTA  Auparavant appelée « Section du statut de réfugié (SSR) ». 
Refugee Protection Division Rules (RPDR) ,Règles de la Section de la protection des réfugiés (RSPR) 
refugee protection hearing; hearing into a claim for refugee protection,audience sur la demande d'asile; audition de la demande d'asile
"refugee protection officer (RPO)NOTE  Formerly called ""refugee claim officer"".",agent de protection des réfugiés (APR)NOTA  Auparavant appelé « agent chargé de la revendication ».
refugee protection process,processus d'asile; processus de protection des réfugiés
refugee protection system,système de protection des réfugiés
refugee status,statut de réfugié
"refugee ""sur place""",réfugié sur place
refugee travel document; refugee travel paper (RTP) ,titre de voyage du réfugié
refused refugee protection claimant; rejected refugee protection claimant; unsuccessful refugee protection claimant; failed refugee protection claimant,demandeur d'asile débouté
Regional Binder Index,index des cartables régionaux
regional documentation centre,centre de documentation régional
Regional Executive Committee (REC) ,Comité régional de direction (CRD) 
Regional Executive Team (RET) ,équipe régionale de direction (ERD) 
regional geographic specialization group,groupe de spécialistes de régions géographiques
Regional Hearings Committee,Comité régional des audiences
Regional Labour-Management Consultative Committee (RLMCC) ,Comité régional de consultation patronale-syndicale (CRCPS) 
Regional Learning Committee (RLC) ,Comité régional sur l'apprentissage (CRA) 
Regional Management Committee (RMC) ,Comité régional de gestion (CRG) 
Regional Management Team (RMT) ,équipe régionale de gestion (ERG) 
Regional Professional Development Committee (RPDC) ,Comité régional de perfectionnement professionnel (CRPP) 
Regional Security Officer (RSO) ,agent de sécurité régional (ASR) 
Regional Training Framework,cadre régional d'apprentissage
registrar,greffier
Registrar's Unit; Registry,Greffe
registry officer,agent du greffe
regular hearing,audience régulière
Regulatory Impact Analysis Statement (RIAS) ,Résumé de l'étude d'impact de la réglementation (REIR) 
rehearing following court order,nouvelle audience sur ordonnance de la Cour
"reject, to (a claim); dismiss, to (an application for judicial review, an appeal); screen out, to (a case)","rejeter (une demande d'asile; une demande de contrôle judiciaire, un appel; un cas)"
rejected refugee protection claimant; unsuccessful refugee protection claimant; failed refugee protection claimant; refused refugee protection claimant,demandeur d'asile débouté
related claims for refugee protection; linked claims for refugee protection,demandes d'asile liées
release (from detention),mise en liberté
release order,ordonnance de mise en liberté
relevant evidence,élément de preuve pertinent; preuve pertinente
relevant factor; relevant information,facteur pertinent; élément pertinent; renseignements pertinents
religious orientation,orientation religieuse
religious persecution,persécution fondée sur les croyances religieuses
religious practice,pratique religieuse
"remain in Canada, to",séjourner au Canada
remedial disciplinary measure,mesure corrective et disciplinaire
remedy,recours; réparation
"remit, to (a matter); refer, to (a claim for refugee protection, a matter, a case)","renvoyer (une affaire); déférer (une demande d'asile, une affaire, un cas)"
removal appeal; removal order appeal,appel d'une mesure de renvoi
removal for cause (of a member),révocation motivée (d'un commissaire)
removal from office,révocation
removal order,mesure de renvoi
removal order appeal; removal appeal,appel d'une mesure de renvoi
"reopen, to (a claim for refugee protection, an appeal)","rouvrir (une demande d'asile, un appel)"
repeat claim; serial claim,demande d'asile réitérée
repeat claimant,demandeur d'asile réitérant
reply; response,réplique; réponse
reportable offence,infraction donnant lieu à un rapport 
reporting period,période de déclaration (fiscalité); période de référence (planification d'organisation)
reporting requirement,obligation de se présenter
Report on Plans and Priorities (RPP) ,Rapport sur les plans et les priorités (RPP) 
representations; submissions,observations
"represented by a barrister or solicitor or other counsel, to be",être représenté par un avocat ou un autre conseil
request for written reasons for a decision,demande de transmission des motifs écrits d'une décision
request to be removed as counsel of record,demande de retrait du conseil inscrit au dossier
rescheduled,remis au rôle 
Research Centre,Carrefour des recherches
reserved decision,décision mise en délibéré
residency obligation,obligation de résidence
resident,résident
Resource Centre,Centre de ressources
Resource Review Working Group,Groupe de travail sur l'examen des ressources
resourcing adviser,conseiller en renouvellement du personnel
"resourcing, systems and analysis adviser","conseiller en renouvellement du personnel, en systèmes et en analyse"
respondent,intimé
Respondent Guide,Guide à l'intention de l'intimé
response; reply,réponse; réplique
Response to Information Request (RIR) ,Réponse à la demande d'information (RDI) 
restricted document,document à diffusion restreinte
"resume, to (a proceeding, a hearing, an admissibility hearing); continue, to (a proceeding, a hearing); reconsider, to (an appeal)","reprendre (l'étude d'une demande d'asile, une audience, une procédure, une affaire, une enquête, un appel)"
"retain counsel, to",retenir les services d'un conseil
retroactive,rétroactif
returning resident permit,permis de retour pour résident permanent
return migration,migration de retour
return to a safe third country,renvoi dans un tiers pays sûr
reunification of family members; family reunification,réunification des familles
"reverse, to (a decision); quash, to (a decision, a proceeding); vacate, to (a determination that a person is a Convention refugee or a person in need of protection); nullify, to (a decision, a determination); set aside, to (a decision, a removal order)","infirmer (une décision); annuler (une décision, une mesure de renvoi, une procédure; la reconnaissance de la qualité de réfugié au sens de la Convention ou de personne à protéger); casser (une décision, une mesure de renvoi)"
reviewable error,erreur susceptible de révision
review in chambers,examen en cabinet
reviewing court; higher court,instance révisionnelle; cour supérieure
reviewing decision-maker (RDM) ,décideur chargé de l'examen (DCE) 
reviewing manager,gestionnaire contrôleur
review of reasons for continued detention,contrôle des motifs justifiant le maintien en détention
review of reasons for detention; detention review,contrôle des motifs de détention
Revised Statutes of Canada (RSC) ,Lois révisées du Canada (LRC) 
"right of appeal; right to appeal; appeal lies from, an",droit d'appel; voie d'appel; droit d'interjeter appel
right to a fair hearing,droit à une audition équitable
right to a hearing,droit à une audience
right to an interpreter,droit à un interprète
"right to appeal; right of appeal; appeal lies from, an",droit d'interjeter appel; droit d'appel; voie d'appel
right to be heard,droit de se faire entendre
right to counsel,droit de se faire représenter par un conseil; droit à un conseil
right to earn one's livelihood,droit de gagner sa vie; droit d'exercer un métier
right to file an application for judicial review (in the Federal Court),droit de déposer une demande de contrôle judiciaire (auprès de la Cour fédérale)
right to judicial review,droit au contrôle judiciaire
right to leave one's country,droit de quitter son pays
"right to life, liberty and security of the person","droit à la vie, à la liberté et à la sécurité de sa personne"
right to nationality,droit à la nationalité 
right to remain (in Canada),droit de séjourner (au Canada); droit d'être présent (au Canada)
right to return,droit au retour
"risk, subject personally to a",personnellement exposé à un risque
Risk Management Framework Project,Projet de cadre de gestion du risque
"risk of persecution, to be at",risquer la persécution
"risk of torture or cruel and unusual treatment or punishment, to be at; danger of torture or to a risk of cruel and unusual treatment or punishment, to be subject to a",risquer la torture ou des traitements ou peines cruels et inusités; s'exposer au risque d'être soumis à la torture ou au risque de traitements ou peines cruels et inusités
risk to life (RTL) ,menace à la vie
"rule, to; decision, to make a; decision, to render a",statuer; rendre une décision (écrite); prononcer une décision (de vive voix); exposer une décision (écrite ou de vive voix)
rule against bias,règle de l'impartialité
rule of law,primauté du droit
"SA (see settlement arrangements) ","CDA (voir conditions d'accueil) "
"SCC (see Supreme Court of Canada) ","CSC (voir Cour suprême du Canada) "
"SCF (see Standardized Country File) ","DRP (voir Dossier de référence sur le pays) "
"SCR (see Supreme Court Reports) ","RCS (voir Recueils des arrêts de la Cour suprême) "
"SEN (see Senior Executive Network) ","RICS (voir Réseau d'information des cadres supérieurs) "
"SIO (see senior immigration officer) ",agent principal
"SMC (see Senior Management Committee) ","CHD (voir Comité de la haute direction) "
"SMP (see single-member panel) ",tribunal à un seul commissaire; tribunal (constitué) d'un seul commissaire
"SMS (see Salary Management System) ","SGS (voir Système de gestion des salaires) "
"SMT (see Senior Management Team) ",équipe de la haute direction
"SPPR (see strategic policy, planning and research) ","PPRS (voir politique, planification et recherche stratégiques) "
"SRPO (see senior refugee protection officer) ","APPR (voir agent principal de protection des réfugiés) "
"STAR (see System for Tracking Appeals and Refugee Claims) ","STAR (voir Système de suivi des appels et des revendications [du statut de réfugié]) "
STAR- FOSS Interface ,Interface STAR- SSOBL
"STS (see Security Tracking System) ","SSS (voir Système de suivi de la sécurité) "
safeguard,mesure de protection
safe third country,tiers pays sûr
Safe Third Country Agreement,Entente sur les tiers pays sûrs
Salary Management System (SMS) ,Système de gestion des salaires (SGS) 
same sex relationship,relation homosexuelle
sanitized reasons,motifs (de décision) épurés
schedule (n.) ,rôle (contexte juridique); calendrier; échéancier (d'une affaire); programme; horaire (sens général)NOTA  À éviter : cédule (anglicisme).
"schedule, to","établir le rôle; mettre au rôle; fixer une date (p. ex., la date d'une réunion); établir un horaire; établir un programme "
"schedule a case, to",mettre un cas au rôle
scheduled detention review,contrôle des motifs de détention prévu
scheduling,mise au rôle; établissement du rôle
Scheduling and Changing the Date or Time of a Proceeding in the Refugee Protection DivisionNOTE  Chairperson's guidelines.,Mise au rôle et changement de la date ou de l'heure d'une procédure à la Section de la protection des réfugiésNOTA  Directives du président.
scheduling and interpreters clerk,commis au rôle et aux services d'interprétation
Scheduling and Interpreters Unit,Section du rôle et des services d'interprétation
scheduling clerk,commis au rôle
scheduling conference,conférence de mise au rôle
Scheduling Unit,Section du rôle
"screen, to (a case, a claim for refugee protection)","faire l'examen initial (d'un cas, d'une demande d'asile)"
screened-in refugee (by the host country),réfugié sélectionné (par le pays hôte)
screened-out refugee (by the host country),réfugié non sélectionné (par le pays hôte)
screening (of a claim for refugee protection),examen initial (d'une demande d'asile)
"screen out, to (a case); dismiss, to (an appeal, an application for judicial review); reject, to (a claim)","rejeter (une demande d'asile; une demande de contrôle judiciaire, un appel; un cas)"
secondary evidence of a documentNOTE  Evidence of the content of a document other than the original document itself.,preuve secondaire d'un documentNOTA  Preuve du contenu d'un document autrement que par la production du document original.
Secretariat ServicesNOTE  Now calledGIC (Governor in Council) Secretariat Services Directorate . Formerly part of the Communications and Executive Services Branch; now reports directly to the Chairperson's office.,Services de secrétariatNOTA  Maintenant appelés Direction des services de secrétariat pour les PND (personnes nommées par décret) . Relevaient auparant de la Direction générale des Communications et des services à la haute direction; relèvent maintenant du bureau du président.
security certificate,certificat de sécurité
security deposit,garantie
security deposited,garantie fournie
security grounds; grounds of security,raison de sécurité
security threat,menace pour la sécurité (publique)
Security Tracking System (STS) ,Système de suivi de la sécurité (SSS) 
"seek entry into Canada, to; seek to come to Canada, to; seek to enter Canada, to (to establish permanent residence)",demander l'entrée au Canada; chercher à entrer au Canada (pour s'y établir en permanence)
seized member,commissaire saisi
seized panelNOTE  A panel is considered seized with a case when the panel has started hearing the case and has received substantive evidence.,tribunal saisiNOTA  Un tribunal n'est considéré saisi du cas que lorsqu'il a commencé à entendre le cas et qu'il a reçu des éléments de preuve de fond.
self-serving evidence,preuve intéressée
seminal decision,arrêt de principe
Senior Executive Network (SEN) ,Réseau d'information des cadres supérieurs (RICS) 
senior immigration officer (SIO) ,agent principal
Senior Management Committee (SMC) ,Comité de la haute direction (CHD) 
Senior Management Team (SMT) ,équipe de la haute direction
senior refugee protection officer (SRPO) ,agent principal de protection des réfugiés (APPR) 
sensitive information,renseignements de nature délicate
"separate, to (claims, applications)","séparer (des demandes d'asile, des demandes)"
separated children seeking asylum in Canada,enfants séparés de leur famille qui demandent l'asile au Canada
serial claim; repeat claim,demande d'asile réitérée
serious credibility issue; serious issue of credibility,question grave de crédibilité
serious non-political crime,crime grave de droit commun
serious possibility (of persecution),possibilité sérieuse (d'être persécuté)
serious question of general importance,question grave de portée générale
"set aside, to (a decision, a removal order); reverse, to (a decision); quash, to (a decision, a proceeding); vacate, to (a determination that a person is a Convention refugee or a person in need of protection); nullify, to (a decision, a determination)","casser (une décision, une mesure de renvoi); infirmer (une décision); annuler (une décision, une mesure de renvoi, une procédure; la reconnaissance de la qualité de réfugié au sens de la Convention ou de personne à protéger)"
settlement arrangements (SA) ,conditions d'accueil (CDA); modalités d'accueil 
seven-day review,contrôle des sept jours
short hearing,audience courte; audition courte
"show cause, to",justifier; exposer des motifs; faire valoir des moyens; exposer les moyens
show cause hearing,audience de justification
silent political opinionNOTE  In contrast to a political opinion expressed publicly.,opinions politiques silencieusesNOTA  Par opposition aux opinions politiques exprimées publiquement.
similar questions of fact; similar questions of fact or law; similar questions of law or fact,questions de fait semblables; questions similaires de droit ou de fait
simple claim; expeditive claim,demande d'asile à traiter suivant le processus accéléré
sine die,indéfiniment; sine die
single-member panel (SMP) ,tribunal à un seul commissaire; tribunal (constitué) d'un seul commissaire
"single sitting, during a",au cours d'une seule séance
sitting,séance
size of inventory; pending caseload; pending inventory of cases,nombre de cas en instance
slot (scheduling),plage (mise au rôle)
smuggling; human smuggling; people smuggling,passage de clandestins
social group persecution,persécution d'un groupe social
sole and exclusive jurisdiction,compétence exclusive
solely on the grounds that,pour le seul motif que
solemn affirmation; statement,déclaration
solicitor-client privilege,secret professionnel (qui lie un avocat à son client); secret professionnel de l'avocat
sound decision; informed decision; well-reasoned decision,décision judicieuse; décision juste; décision éclairée
source country,pays source
source country class,catégorie des personnes de pays source
South West Asia Geographic Network,réseau géographique de l'Asie du Sud-Ouest
specialized tribunal; expert adjudication body; expert tribunal,tribunal spécialisé
special relief,mesure spéciale; redressement spécial
special source information,renseignements de source spéciale
specific case,cas d'espèce
specific informationNOTE  Information other than general information or Minister's information.,renseignements précisNOTA  Tout renseignement autre que des renseignements généraux ou des renseignements ministériels.
"split, to (claims for refugee protection)",diviser (des demandes d'asile)
sponsor,répondant
sponsored applicant,demandeur parrainé
sponsored foreign national,étranger parrainé
sponsorship,parrainage
sponsorship appeal,appel en matière de parrainage
sponsorship application; application to sponsor (a foreign national); application for sponsorship ,demande de parrainage (d'un étranger)
sponsor's undertaking,engagement du répondant
spousal abuse,violence conjugale
spouse,époux
stakeholder; intervenor; interested party,intervenant; partie intéressée
Standardized Country File (SCF) ,Dossier de référence sur le pays (DRP) 
standard of interpretation,norme d'interprétation
standard of proof,norme de preuve
Standing Committee on Citizenship and Immigration,Comité permanent de la citoyenneté et de l'immigration
Standing Committee on the Regulations and Rules,Comité permanent du règlement et des règles
stare decisisNOTE  The principle of reliance on decided cases.,s'en tenir aux choses décidéesNOTA  Le respect des décisions des tribunaux supérieurs.
statement; solemn affirmation,déclaration
statement of agreed fact and law,exposé conjoint des questions de droit et de fait; exposé des questions convenues de droit et de fait
statement of non-contentious facts,exposé des faits non litigieux
statement of requirements,énoncé des besoins
statement of the facts,exposé des faits
statutory authorities,textes législatifs
statutory declaration,déclaration solennelle
statutory discretion,pouvoir discrétionnaire conféré par la loi
statutory duty,obligation prévue par la loi
statutory interpretation,interprétation des lois 
statutory stay,sursis d'origine législative; sursis prévu par la loi
stay of execution (of a removal order),sursis à l'exécution (d'une mesure de renvoi); sursis d'exécution (d'une mesure de renvoi)
stay of proceedings,suspension d'instance; sursis d'instance
straightforward claim,demande d'asile simple
strategic learning framework,cadre d'apprentissage stratégique
"strategic policy, planning and research (SPPR) ","politique, planification et recherche stratégiques (PPRS) "
stream (n.) ; class ,catégorie
"stream, to (a claim for refugee protection)",catégoriser (une demande d'asile)
streaming; streamlining,catégorisation; rationalisation
"stream into the expedited process, to",orienter vers le processus accéléré
streamlining; streaming,rationalisation; catégorisation
streamlining officer,agent de catégorisation
strike contingency plan,plan d'urgence en cas de grève
student authorization (in Canada),autorisation d'étude; autorisation d'étudier (au Canada)
subjective element,élément subjectif
"subject of an admissibility hearing, person who is the",personne faisant l'objet d'une enquête
"subject of the proceeding, person who is the",personne en cause
subject to an appeal,susceptible d'appel
subject to due process of law in that country,soumis à l'application régulière du droit du pays; soumis aux voies de droit existant dans ce pays
submissions; representations,observations
subpoena,assignation à comparaître
subsequent eligibility decision,décision subséquente sur la recevabilité
substantial grounds,motifs sérieux
substantive entitlement,droit réel
substantive evidence,élément de preuve de fond
substantive grounds,motifs valables
substantive group and level,groupe et niveau de titularisation
substantive issue,question de fond
substantive jurisdiction,compétence matérielle
substantive law,droit substantiel; droit positif; droit matériel
"subversion, to engage in an act of; subversion, to instigate",se livrer à la subversion; être l'instigateur d'actes visant au renversement
successor state,État successeur
suggested framework of analysisNOTE  In the Chairperson's guidelines.,cadre d'analyse suggéréNOTA  Dans les directives données par le président.
summary conviction offence,infraction punissable sur déclaration de culpabilité par procédure sommaire
summoning of a witnessNOTE  Process by which a witness is summoned to appear for a hearing or an admissibility hearing.,assignation d'un témoinNOTA  Acte de procédure par lequel un témoin est sommé de comparaître à une audience ou à une enquête.
summons,sommation; citation à comparaître
superior court of record,cour supérieure d'archives
supporting evidence,preuve à l'appui; faits pertinents
supporting regulations,règlement d'application
Supreme Court of Canada (SCC) ,Cour suprême du Canada (CSC) 
Supreme Court Reports (SCR) ,Recueils des arrêts de la Cour suprême (RCS) 
surety,caution
"suspend, to (consideration of the eligibility of a claim, a proceeding)","surseoir (à l'étude de la recevabilité d'une demande d'asile, à une affaire); suspendre (une affaire)"
swearing,prestation de serment
"swear the oath or give solemn affirmation of office, to",prêter le serment professionnel ou faire une déclaration solennelle
System for Tracking Appeals and Refugee Claims (STAR) ,Système de suivi des appels et des revendications [du statut de réfugié] (STAR) 
systemic delays,retards généralisés
"TMS (see Time Management System) ","SGT (voir Système de gestion du temps) "
"TRA (see threat and risk assessment) ","EMR (voir évaluation de la menace et des risques) "
take-charge approach,méthode de prise de contrôle
"take effect, to (decision)",prendre effet (décision)
"take notice, to",admettre d'office
tape recording,enregistrement sur bande (magnétique)
targeting (persecution),persécution ciblée
team meeting,réunion d'équipe
temporary absence,absence temporaire
temporary exclusion,exclusion temporaire
temporary resident permit,permis de séjour temporaire
temporary resident visa,visa de résident temporaire
"terminate, to (a pending proceeding, an appeal); discontinue, to (an appeal)","mettre fin (à une affaire en cours, à une affaire portée en appel); classer (un appel, une affaire)"
term of imprisonment imposed,emprisonnement infligé; peine d'emprisonnement infligée; peine d'emprisonnement imposée
terms of detention,modalités de détention
"terrorism, to engage in",se livrer au terrorisme; participer à des actes terroristes
test; criterion,critère
testimony; evidence,témoignage; preuve; élément de preuve
thirty-day review,contrôle des trente jours
threat and risk assessment (TRA) ,évaluation de la menace et des risques (EMR) 
three-member panel,tribunal (constitué) de trois commissaires
time limit,délai
Time Management System (TMS) ,Système de gestion du temps (SGT) 
time period,délai fixé
trafficker,trafiquant
trafficking in persons,trafic de personnes
transcript of the admissibility hearing,transcription des débats tenus à l'enquête
transferred-out claim (to another IRB office) ,demande d'asile transférée (à un autre bureau de la CISR) 
transitional case,cas visé par les mesures transitoires; cas traité suivant les mesures transitoires
transitional provision (of an act),disposition transitoire (d'une loi)
translator's declaration,déclaration du traducteur
transnational crime,criminalité transnationale
travel document,titre de voyage
Tribunal Heads Group,présidents des tribunaux administratifs
tribunal officer,agent du tribunal
Tribunal Processes and Systems,Fonctionnement du tribunal et Systèmes
tribunal processes officer,"agent, Fonctionnement du tribunal"
Tribunal Processes Section,Section du fonctionnement du tribunal
two-member panel,tribunal (constitué) de deux commissaires
"UNHCR (see United Nations High Commissioner for Refugees or Office of the United Nations High Commissioner for refugees) ","HCR (voir Haut Commissaire aux réfugiés (usage) ou Haut Commissaire des Nations Unies pour les réfugiés ou Haut Commissariat des Nations Unies pour les réfugiés) "
unable or unwilling,ne peut ou ne veut
unaccompanied minor,mineur non accompagné
unconstitutional,inconstitutionnel
uncontradicted evidence,témoignage irréfuté
undertaking in support of an application for landing,engagement à l'appui d'une demande d'établissement
undertaking of sponsorship,engagement de parrainage
"Undocumented and Improperly Documented Claimants: Assessing the evidence/Enhancing proceduresNOTE  Commentary, Legal Services, March 11, 1997.","Observation sur les demandeurs non munis de documents ou non munis des documents voulus : Appréciation de la preuve/Amélioration des procéduresNOTA  Observations, Services juridiques, 11 mars 1997."
undue hardship,préjudice indu
unduly repetitious evidence,élément de preuve inutilement répétitif
unidentified source,source non identifiée; expéditeur inconnu
United Nations Commission on Human Rights,Commission des droits de l'homme des Nations Unies
United Nations High Commissioner for Refugees (UNHCR) ,Haut Commissaire aux réfugiés (HCR) (usage); Haut Commissaire des Nations Unies pour les réfugiés (HCR) 
"unreasonably delay the proceedings, to",ralentir l'affaire de manière déraisonnable
unsuccessful refugee protection claimant; failed refugee protection claimant; refused refugee protection claimant; rejected refugee protection claimant,demandeur d'asile débouté
"upgrade a system, to",mettre un système à niveau; mettre à niveau un système
"vacate, to (a determination that a person is a Convention refugee or a person in need of protection); nullify, to (a decision, a determination); quash, to (a decision, a proceeding); set aside, to (a decision, a removal order); reverse, to (a decision)","annuler (une décision, une mesure de renvoi, une procédure; la reconnaissance de la qualité de réfugié au sens de la Convention ou de personne à protéger); casser (une décision, une mesure de renvoi); infirmer (une décision)"
vacated decision,décision portant annulation
